"year","zone","band","measure","value"
"2010","S01002086","Band A","Count",51
"2006","S01002086","Band A","Count",9
"2007","S01002086","Band E","Count",14
"2012","S01002086","Band E","Count",18
"2008","S01002086","Band E","Count",14
"2011","S01002086","Band E","Count",18
"2013","S01002086","Band E","Count",18
"2009","S01002086","Band E","Count",18
"2006","S01002086","Band E","Count",14
"2003","S01002086","Band E","Count",13
"2010","S01002086","Band E","Count",18
"2013","S01002086","Band F","Count",5
"2005","S01002086","Band F","Count",3
"2006","S01002086","Band F","Count",3
"2009","S01002086","Band F","Count",5
"2011","S01002086","Band F","Count",5
"2012","S01002086","Band F","Count",5
"2007","S01002086","Band F","Count",3
"2010","S01002086","Band F","Count",5
"2003","S01002086","Band F","Count",0
"2008","S01002086","Band F","Count",3
"2004","S01002086","Band F","Count",3
"2003","S01002086","Band G","Count",0
"2004","S01002086","Band G","Count",1
"2013","S01002086","Band G","Count",1
"2009","S01002086","Band G","Count",1
"2008","S01002086","Band G","Count",1
"2005","S01002086","Band G","Count",1
"2007","S01002086","Band G","Count",1
"2006","S01002086","Band G","Count",1
"2012","S01002086","Band G","Count",1
"2011","S01002086","Band G","Count",1
"2010","S01002086","Band G","Count",1
"2004","S01002086","Band H","Count",0
"2005","S01002086","Band H","Count",0
"2006","S01002086","Band H","Count",0
"2007","S01002086","Band H","Count",0
"2008","S01002086","Band H","Count",0
"2009","S01002086","Band H","Count",0
"2010","S01002086","Band H","Count",1
"2011","S01002086","Band H","Count",1
"2012","S01002086","Band H","Count",1
"2013","S01002086","Band H","Count",1
"2003","S01002086","Band H","Count",0
"2009","S01002086","Band A","Count",51
"2012","S01002086","Band A","Count",51
"2003","S01002086","Band A","Count",13
"2011","S01002086","Band A","Count",51
"2004","S01002086","Band A","Count",13
"2005","S01002086","Band A","Count",9
"2008","S01002086","Band A","Count",51
"2007","S01002086","Band A","Count",9
"2013","S01002086","Band A","Count",51
"2003","S01002086","Band B","Count",83
"2005","S01002086","Band B","Count",79
"2006","S01002086","Band B","Count",79
"2007","S01002086","Band B","Count",79
"2008","S01002086","Band B","Count",80
"2009","S01002086","Band B","Count",80
"2013","S01002086","Band B","Count",80
"2012","S01002086","Band B","Count",81
"2004","S01002086","Band B","Count",83
"2010","S01002086","Band B","Count",80
"2011","S01002086","Band B","Count",81
"2008","S01002086","Band C","Count",166
"2004","S01002086","Band C","Count",186
"2010","S01002086","Band C","Count",165
"2007","S01002086","Band C","Count",166
"2005","S01002086","Band C","Count",166
"2006","S01002086","Band C","Count",166
"2011","S01002086","Band C","Count",164
"2012","S01002086","Band C","Count",164
"2013","S01002086","Band C","Count",164
"2003","S01002086","Band C","Count",186
"2009","S01002086","Band C","Count",166
"2005","S01002086","Band D","Count",78
"2007","S01002086","Band D","Count",81
"2011","S01002086","Band D","Count",88
"2008","S01002086","Band D","Count",81
"2003","S01002086","Band D","Count",74
"2013","S01002086","Band D","Count",89
"2009","S01002086","Band D","Count",87
"2012","S01002086","Band D","Count",88
"2010","S01002086","Band D","Count",88
"2006","S01002086","Band D","Count",80
"2004","S01002086","Band D","Count",76
"2005","S01002086","Band E","Count",14
"2004","S01002086","Band E","Count",13
"2004","S01002086","Band A","Ratio","3.47"
"2011","S01002086","Band A","Ratio","12.47"
"2010","S01002086","Band A","Ratio","12.47"
"2008","S01002086","Bands A-C","Ratio",75
"2004","S01002086","Bands A-C","Ratio","75.2"
"2012","S01002086","Band A","Ratio","12.47"
"2013","S01002086","Bands A-C","Ratio","72.13"
"2007","S01002086","Bands A-C","Ratio","71.95"
"2009","S01002086","Bands D-E","Ratio","25.74"
"2006","S01002086","Bands D-E","Ratio","26.7"
"2009","S01002086","Band A","Ratio","12.5"
"2008","S01002086","Band A","Ratio","12.88"
"2008","S01002086","Bands D-E","Ratio","23.99"
"2005","S01002086","Band A","Ratio","2.57"
"2011","S01002086","Bands D-E","Ratio","25.92"
"2013","S01002086","Band A","Ratio","12.47"
"2005","S01002086","Bands D-E","Ratio","26.29"
"2007","S01002086","Band A","Ratio","2.55"
"2003","S01002086","Band A","Ratio","3.52"
"2006","S01002086","Band A","Ratio","2.56"
"2010","S01002086","Bands D-E","Ratio","25.92"
"2012","S01002086","Bands D-E","Ratio","25.92"
"2013","S01002086","Bands D-E","Ratio","26.16"
"2007","S01002086","Bands D-E","Ratio","26.91"
"2004","S01002086","Bands F-H","Ratio","1.07"
"2011","S01002086","Bands F-H","Ratio","1.71"
"2010","S01002086","Bands F-H","Ratio","1.71"
"2009","S01002086","Bands F-H","Ratio","1.47"
"2008","S01002086","Bands F-H","Ratio","1.01"
"2007","S01002086","Bands F-H","Ratio","1.13"
"2013","S01002086","Bands F-H","Ratio","1.71"
"2006","S01002086","Bands F-H","Ratio","1.14"
"2003","S01002086","Bands F-H","Ratio",0
"2005","S01002086","Bands F-H","Ratio","1.14"
"2012","S01002086","Bands F-H","Ratio","1.71"
"2003","S01002086","Bands A-C","Ratio","76.42"
"2011","S01002086","Bands A-C","Ratio","72.37"
"2006","S01002086","Bands A-C","Ratio","72.16"
"2005","S01002086","Bands A-C","Ratio","72.57"
"2009","S01002086","Bands A-C","Ratio","72.79"
"2012","S01002086","Bands A-C","Ratio","72.37"
"2010","S01002086","Bands A-C","Ratio","72.37"
"2010","S01002087","Band A","Count",20
"2006","S01002087","Band A","Count",20
"2007","S01002087","Band E","Count",35
"2012","S01002087","Band E","Count",35
"2008","S01002087","Band E","Count",35
"2011","S01002087","Band E","Count",35
"2013","S01002087","Band E","Count",36
"2009","S01002087","Band E","Count",35
"2006","S01002087","Band E","Count",35
"2003","S01002087","Band E","Count",34
"2010","S01002087","Band E","Count",35
"2013","S01002087","Band F","Count",10
"2005","S01002087","Band F","Count",11
"2006","S01002087","Band F","Count",11
"2009","S01002087","Band F","Count",12
"2011","S01002087","Band F","Count",12
"2012","S01002087","Band F","Count",12
"2007","S01002087","Band F","Count",12
"2010","S01002087","Band F","Count",12
"2003","S01002087","Band F","Count",2
"2008","S01002087","Band F","Count",12
"2004","S01002087","Band F","Count",2
"2003","S01002087","Band G","Count",0
"2004","S01002087","Band G","Count",0
"2013","S01002087","Band G","Count",1
"2009","S01002087","Band G","Count",1
"2008","S01002087","Band G","Count",1
"2005","S01002087","Band G","Count",1
"2007","S01002087","Band G","Count",1
"2006","S01002087","Band G","Count",1
"2012","S01002087","Band G","Count",1
"2011","S01002087","Band G","Count",1
"2010","S01002087","Band G","Count",1
"2004","S01002087","Band H","Count",0
"2005","S01002087","Band H","Count",0
"2006","S01002087","Band H","Count",0
"2007","S01002087","Band H","Count",0
"2008","S01002087","Band H","Count",0
"2009","S01002087","Band H","Count",0
"2010","S01002087","Band H","Count",0
"2011","S01002087","Band H","Count",0
"2012","S01002087","Band H","Count",0
"2013","S01002087","Band H","Count",0
"2003","S01002087","Band H","Count",0
"2009","S01002087","Band A","Count",20
"2012","S01002087","Band A","Count",20
"2003","S01002087","Band A","Count",20
"2011","S01002087","Band A","Count",20
"2004","S01002087","Band A","Count",20
"2005","S01002087","Band A","Count",20
"2008","S01002087","Band A","Count",20
"2007","S01002087","Band A","Count",20
"2013","S01002087","Band A","Count",20
"2003","S01002087","Band B","Count",254
"2005","S01002087","Band B","Count",254
"2006","S01002087","Band B","Count",255
"2007","S01002087","Band B","Count",255
"2008","S01002087","Band B","Count",255
"2009","S01002087","Band B","Count",255
"2013","S01002087","Band B","Count",253
"2012","S01002087","Band B","Count",254
"2004","S01002087","Band B","Count",254
"2010","S01002087","Band B","Count",255
"2011","S01002087","Band B","Count",254
"2008","S01002087","Band C","Count",180
"2004","S01002087","Band C","Count",136
"2010","S01002087","Band C","Count",190
"2007","S01002087","Band C","Count",180
"2005","S01002087","Band C","Count",136
"2006","S01002087","Band C","Count",136
"2011","S01002087","Band C","Count",190
"2012","S01002087","Band C","Count",189
"2013","S01002087","Band C","Count",190
"2003","S01002087","Band C","Count",136
"2009","S01002087","Band C","Count",180
"2005","S01002087","Band D","Count",124
"2007","S01002087","Band D","Count",124
"2011","S01002087","Band D","Count",123
"2008","S01002087","Band D","Count",124
"2003","S01002087","Band D","Count",124
"2013","S01002087","Band D","Count",125
"2009","S01002087","Band D","Count",124
"2012","S01002087","Band D","Count",124
"2010","S01002087","Band D","Count",124
"2006","S01002087","Band D","Count",124
"2004","S01002087","Band D","Count",124
"2005","S01002087","Band E","Count",35
"2004","S01002087","Band E","Count",34
"2004","S01002087","Band A","Ratio","3.51"
"2011","S01002087","Band A","Ratio","3.15"
"2010","S01002087","Band A","Ratio","3.14"
"2008","S01002087","Bands A-C","Ratio","72.57"
"2004","S01002087","Bands A-C","Ratio","71.93"
"2012","S01002087","Band A","Ratio","3.15"
"2013","S01002087","Bands A-C","Ratio","72.91"
"2007","S01002087","Bands A-C","Ratio","72.57"
"2009","S01002087","Bands D-E","Ratio","25.36"
"2006","S01002087","Bands D-E","Ratio","27.32"
"2009","S01002087","Band A","Ratio","3.19"
"2008","S01002087","Band A","Ratio","3.19"
"2008","S01002087","Bands D-E","Ratio","25.36"
"2005","S01002087","Band A","Ratio","3.44"
"2011","S01002087","Bands D-E","Ratio","24.88"
"2013","S01002087","Band A","Ratio","3.15"
"2005","S01002087","Bands D-E","Ratio","27.37"
"2007","S01002087","Band A","Ratio","3.19"
"2003","S01002087","Band A","Ratio","3.51"
"2006","S01002087","Band A","Ratio","3.44"
"2010","S01002087","Bands D-E","Ratio","24.96"
"2012","S01002087","Bands D-E","Ratio","25.04"
"2013","S01002087","Bands D-E","Ratio","25.35"
"2007","S01002087","Bands D-E","Ratio","25.36"
"2004","S01002087","Bands F-H","Ratio","0.35"
"2011","S01002087","Bands F-H","Ratio","2.05"
"2010","S01002087","Bands F-H","Ratio","2.04"
"2009","S01002087","Bands F-H","Ratio","2.07"
"2008","S01002087","Bands F-H","Ratio","2.07"
"2007","S01002087","Bands F-H","Ratio","2.07"
"2013","S01002087","Bands F-H","Ratio","1.73"
"2006","S01002087","Bands F-H","Ratio","2.06"
"2003","S01002087","Bands F-H","Ratio","0.35"
"2005","S01002087","Bands F-H","Ratio","2.07"
"2012","S01002087","Bands F-H","Ratio","2.05"
"2003","S01002087","Bands A-C","Ratio","71.93"
"2011","S01002087","Bands A-C","Ratio","73.07"
"2006","S01002087","Bands A-C","Ratio","70.62"
"2005","S01002087","Bands A-C","Ratio","70.57"
"2009","S01002087","Bands A-C","Ratio","72.57"
"2012","S01002087","Bands A-C","Ratio","72.91"
"2010","S01002087","Bands A-C","Ratio",73
"2010","S01002088","Band A","Count",26
"2006","S01002088","Band A","Count",26
"2007","S01002088","Band E","Count",81
"2012","S01002088","Band E","Count",114
"2008","S01002088","Band E","Count",82
"2011","S01002088","Band E","Count",114
"2013","S01002088","Band E","Count",114
"2009","S01002088","Band E","Count",82
"2006","S01002088","Band E","Count",81
"2003","S01002088","Band E","Count",81
"2010","S01002088","Band E","Count",82
"2013","S01002088","Band F","Count",166
"2005","S01002088","Band F","Count",160
"2006","S01002088","Band F","Count",160
"2009","S01002088","Band F","Count",160
"2011","S01002088","Band F","Count",165
"2012","S01002088","Band F","Count",165
"2007","S01002088","Band F","Count",161
"2010","S01002088","Band F","Count",160
"2003","S01002088","Band F","Count",160
"2008","S01002088","Band F","Count",160
"2004","S01002088","Band F","Count",160
"2003","S01002088","Band G","Count",46
"2004","S01002088","Band G","Count",46
"2013","S01002088","Band G","Count",48
"2009","S01002088","Band G","Count",48
"2008","S01002088","Band G","Count",48
"2005","S01002088","Band G","Count",47
"2007","S01002088","Band G","Count",47
"2006","S01002088","Band G","Count",47
"2012","S01002088","Band G","Count",48
"2011","S01002088","Band G","Count",48
"2010","S01002088","Band G","Count",48
"2004","S01002088","Band H","Count",1
"2005","S01002088","Band H","Count",1
"2006","S01002088","Band H","Count",1
"2007","S01002088","Band H","Count",1
"2008","S01002088","Band H","Count",1
"2009","S01002088","Band H","Count",1
"2010","S01002088","Band H","Count",1
"2011","S01002088","Band H","Count",1
"2012","S01002088","Band H","Count",1
"2013","S01002088","Band H","Count",1
"2003","S01002088","Band H","Count",1
"2009","S01002088","Band A","Count",26
"2012","S01002088","Band A","Count",26
"2003","S01002088","Band A","Count",26
"2011","S01002088","Band A","Count",26
"2004","S01002088","Band A","Count",26
"2005","S01002088","Band A","Count",26
"2008","S01002088","Band A","Count",26
"2007","S01002088","Band A","Count",26
"2013","S01002088","Band A","Count",26
"2003","S01002088","Band B","Count",32
"2005","S01002088","Band B","Count",32
"2006","S01002088","Band B","Count",32
"2007","S01002088","Band B","Count",32
"2008","S01002088","Band B","Count",32
"2009","S01002088","Band B","Count",32
"2013","S01002088","Band B","Count",32
"2012","S01002088","Band B","Count",32
"2004","S01002088","Band B","Count",32
"2010","S01002088","Band B","Count",32
"2011","S01002088","Band B","Count",32
"2008","S01002088","Band C","Count",31
"2004","S01002088","Band C","Count",32
"2010","S01002088","Band C","Count",34
"2007","S01002088","Band C","Count",31
"2005","S01002088","Band C","Count",31
"2006","S01002088","Band C","Count",31
"2011","S01002088","Band C","Count",34
"2012","S01002088","Band C","Count",34
"2013","S01002088","Band C","Count",32
"2003","S01002088","Band C","Count",31
"2009","S01002088","Band C","Count",31
"2005","S01002088","Band D","Count",18
"2007","S01002088","Band D","Count",18
"2011","S01002088","Band D","Count",23
"2008","S01002088","Band D","Count",16
"2003","S01002088","Band D","Count",18
"2013","S01002088","Band D","Count",23
"2009","S01002088","Band D","Count",16
"2012","S01002088","Band D","Count",23
"2010","S01002088","Band D","Count",21
"2006","S01002088","Band D","Count",18
"2004","S01002088","Band D","Count",19
"2005","S01002088","Band E","Count",81
"2004","S01002088","Band E","Count",81
"2004","S01002088","Band A","Ratio","6.55"
"2011","S01002088","Band A","Ratio","5.87"
"2010","S01002088","Band A","Ratio","6.44"
"2008","S01002088","Bands A-C","Ratio","22.47"
"2004","S01002088","Bands A-C","Ratio","22.67"
"2012","S01002088","Band A","Ratio","5.87"
"2013","S01002088","Bands A-C","Ratio","20.36"
"2007","S01002088","Bands A-C","Ratio","22.42"
"2009","S01002088","Bands D-E","Ratio","24.75"
"2006","S01002088","Bands D-E","Ratio",25
"2009","S01002088","Band A","Ratio","6.57"
"2008","S01002088","Band A","Ratio","6.57"
"2008","S01002088","Bands D-E","Ratio","24.75"
"2005","S01002088","Band A","Ratio","6.57"
"2011","S01002088","Bands D-E","Ratio","30.93"
"2013","S01002088","Band A","Ratio","5.88"
"2005","S01002088","Bands D-E","Ratio",25
"2007","S01002088","Band A","Ratio","6.55"
"2003","S01002088","Band A","Ratio","6.58"
"2006","S01002088","Band A","Ratio","6.57"
"2010","S01002088","Bands D-E","Ratio","25.5"
"2012","S01002088","Bands D-E","Ratio","30.93"
"2013","S01002088","Bands D-E","Ratio",31
"2007","S01002088","Bands D-E","Ratio","24.94"
"2004","S01002088","Bands F-H","Ratio","52.14"
"2011","S01002088","Bands F-H","Ratio","48.31"
"2010","S01002088","Bands F-H","Ratio","51.73"
"2009","S01002088","Bands F-H","Ratio","52.78"
"2008","S01002088","Bands F-H","Ratio","52.78"
"2007","S01002088","Bands F-H","Ratio","52.64"
"2013","S01002088","Bands F-H","Ratio","48.64"
"2006","S01002088","Bands F-H","Ratio","52.53"
"2003","S01002088","Bands F-H","Ratio","52.41"
"2005","S01002088","Bands F-H","Ratio","52.53"
"2012","S01002088","Bands F-H","Ratio","48.31"
"2003","S01002088","Bands A-C","Ratio","22.53"
"2011","S01002088","Bands A-C","Ratio","20.77"
"2006","S01002088","Bands A-C","Ratio","22.47"
"2005","S01002088","Bands A-C","Ratio","22.47"
"2009","S01002088","Bands A-C","Ratio","22.47"
"2012","S01002088","Bands A-C","Ratio","20.77"
"2010","S01002088","Bands A-C","Ratio","22.77"
"2010","S01002089","Band A","Count",0
"2006","S01002089","Band A","Count",0
"2007","S01002089","Band E","Count",68
"2012","S01002089","Band E","Count",70
"2008","S01002089","Band E","Count",68
"2011","S01002089","Band E","Count",69
"2013","S01002089","Band E","Count",69
"2009","S01002089","Band E","Count",69
"2006","S01002089","Band E","Count",67
"2003","S01002089","Band E","Count",68
"2010","S01002089","Band E","Count",69
"2013","S01002089","Band F","Count",118
"2005","S01002089","Band F","Count",123
"2006","S01002089","Band F","Count",122
"2009","S01002089","Band F","Count",121
"2011","S01002089","Band F","Count",117
"2012","S01002089","Band F","Count",118
"2007","S01002089","Band F","Count",121
"2010","S01002089","Band F","Count",118
"2003","S01002089","Band F","Count",123
"2008","S01002089","Band F","Count",121
"2004","S01002089","Band F","Count",123
"2003","S01002089","Band G","Count",129
"2004","S01002089","Band G","Count",129
