"year","zone","band","measure","value"
"2008","S01002299","Band A","Count",0
"2007","S01002299","Band A","Count",0
"2013","S01002299","Band A","Count",0
"2003","S01002299","Band B","Count",0
"2005","S01002299","Band B","Count",0
"2006","S01002299","Band B","Count",0
"2007","S01002299","Band B","Count",0
"2008","S01002299","Band B","Count",0
"2009","S01002299","Band B","Count",0
"2013","S01002299","Band B","Count",0
"2012","S01002299","Band B","Count",0
"2004","S01002299","Band B","Count",0
"2010","S01002299","Band B","Count",0
"2011","S01002299","Band B","Count",0
"2008","S01002299","Band C","Count",0
"2004","S01002299","Band C","Count",0
"2010","S01002299","Band C","Count",0
"2007","S01002299","Band C","Count",0
"2005","S01002299","Band C","Count",0
"2006","S01002299","Band C","Count",0
"2011","S01002299","Band C","Count",0
"2012","S01002299","Band C","Count",0
"2013","S01002299","Band C","Count",0
"2003","S01002299","Band C","Count",0
"2009","S01002299","Band C","Count",0
"2005","S01002299","Band D","Count",76
"2007","S01002299","Band D","Count",76
"2011","S01002299","Band D","Count",76
"2008","S01002299","Band D","Count",76
"2003","S01002299","Band D","Count",76
"2013","S01002299","Band D","Count",76
"2009","S01002299","Band D","Count",76
"2012","S01002299","Band D","Count",76
"2010","S01002299","Band D","Count",76
"2006","S01002299","Band D","Count",76
"2004","S01002299","Band D","Count",76
"2005","S01002299","Band E","Count",194
"2004","S01002299","Band E","Count",194
"2004","S01002299","Band A","Ratio",0
"2011","S01002299","Band A","Ratio",0
"2010","S01002299","Band A","Ratio",0
"2008","S01002299","Bands A-C","Ratio",0
"2004","S01002299","Bands A-C","Ratio",0
"2012","S01002299","Band A","Ratio",0
"2013","S01002299","Bands A-C","Ratio",0
"2007","S01002299","Bands A-C","Ratio",0
"2009","S01002299","Bands D-E","Ratio","83.33"
"2006","S01002299","Bands D-E","Ratio","83.33"
"2009","S01002299","Band A","Ratio",0
"2008","S01002299","Band A","Ratio",0
"2008","S01002299","Bands D-E","Ratio","83.33"
"2005","S01002299","Band A","Ratio",0
"2011","S01002299","Bands D-E","Ratio","83.08"
"2013","S01002299","Band A","Ratio",0
"2005","S01002299","Bands D-E","Ratio","83.33"
"2007","S01002299","Band A","Ratio",0
"2003","S01002299","Band A","Ratio",0
"2006","S01002299","Band A","Ratio",0
"2010","S01002299","Bands D-E","Ratio","83.08"
"2012","S01002299","Bands D-E","Ratio","83.08"
"2013","S01002299","Bands D-E","Ratio","83.08"
"2007","S01002299","Bands D-E","Ratio","83.33"
"2004","S01002299","Bands F-H","Ratio","16.67"
"2011","S01002299","Bands F-H","Ratio","16.92"
"2010","S01002299","Bands F-H","Ratio","16.92"
"2009","S01002299","Bands F-H","Ratio","16.67"
"2008","S01002299","Bands F-H","Ratio","16.67"
"2007","S01002299","Bands F-H","Ratio","16.67"
"2013","S01002299","Bands F-H","Ratio","16.92"
"2006","S01002299","Bands F-H","Ratio","16.67"
"2003","S01002299","Bands F-H","Ratio","16.67"
"2005","S01002299","Bands F-H","Ratio","16.67"
"2012","S01002299","Bands F-H","Ratio","16.92"
"2003","S01002299","Bands A-C","Ratio",0
"2011","S01002299","Bands A-C","Ratio",0
"2006","S01002299","Bands A-C","Ratio",0
"2005","S01002299","Bands A-C","Ratio",0
"2009","S01002299","Bands A-C","Ratio",0
"2012","S01002299","Bands A-C","Ratio",0
"2010","S01002299","Bands A-C","Ratio",0
"2010","S01002300","Band A","Count",0
"2006","S01002300","Band A","Count",0
"2007","S01002300","Band E","Count",147
"2012","S01002300","Band E","Count",148
"2008","S01002300","Band E","Count",148
"2011","S01002300","Band E","Count",148
"2013","S01002300","Band E","Count",148
"2009","S01002300","Band E","Count",148
"2006","S01002300","Band E","Count",145
"2003","S01002300","Band E","Count",142
"2010","S01002300","Band E","Count",148
"2013","S01002300","Band F","Count",91
"2005","S01002300","Band F","Count",95
"2006","S01002300","Band F","Count",94
"2009","S01002300","Band F","Count",92
"2011","S01002300","Band F","Count",92
"2012","S01002300","Band F","Count",91
"2007","S01002300","Band F","Count",92
"2010","S01002300","Band F","Count",92
"2003","S01002300","Band F","Count",96
"2008","S01002300","Band F","Count",92
"2004","S01002300","Band F","Count",96
"2003","S01002300","Band G","Count",65
"2004","S01002300","Band G","Count",66
"2013","S01002300","Band G","Count",67
"2009","S01002300","Band G","Count",66
"2008","S01002300","Band G","Count",66
"2005","S01002300","Band G","Count",66
"2007","S01002300","Band G","Count",66
"2006","S01002300","Band G","Count",66
"2012","S01002300","Band G","Count",67
"2011","S01002300","Band G","Count",66
"2010","S01002300","Band G","Count",66
"2004","S01002300","Band H","Count",22
"2005","S01002300","Band H","Count",22
"2006","S01002300","Band H","Count",22
"2007","S01002300","Band H","Count",22
"2008","S01002300","Band H","Count",22
"2009","S01002300","Band H","Count",22
"2010","S01002300","Band H","Count",22
"2011","S01002300","Band H","Count",22
"2012","S01002300","Band H","Count",22
"2013","S01002300","Band H","Count",22
"2003","S01002300","Band H","Count",22
"2009","S01002300","Band A","Count",0
"2012","S01002300","Band A","Count",0
"2003","S01002300","Band A","Count",0
"2011","S01002300","Band A","Count",0
"2004","S01002300","Band A","Count",0
"2005","S01002300","Band A","Count",0
"2008","S01002300","Band A","Count",0
"2007","S01002300","Band A","Count",0
"2013","S01002300","Band A","Count",0
"2003","S01002300","Band B","Count",0
"2005","S01002300","Band B","Count",0
"2006","S01002300","Band B","Count",0
"2007","S01002300","Band B","Count",0
"2008","S01002300","Band B","Count",0
"2009","S01002300","Band B","Count",0
"2013","S01002300","Band B","Count",0
"2012","S01002300","Band B","Count",0
"2004","S01002300","Band B","Count",0
"2010","S01002300","Band B","Count",0
"2011","S01002300","Band B","Count",0
"2008","S01002300","Band C","Count",24
"2004","S01002300","Band C","Count",24
"2010","S01002300","Band C","Count",24
"2007","S01002300","Band C","Count",24
"2005","S01002300","Band C","Count",24
"2006","S01002300","Band C","Count",24
"2011","S01002300","Band C","Count",24
"2012","S01002300","Band C","Count",24
"2013","S01002300","Band C","Count",24
"2003","S01002300","Band C","Count",24
"2009","S01002300","Band C","Count",24
"2005","S01002300","Band D","Count",14
"2007","S01002300","Band D","Count",14
"2011","S01002300","Band D","Count",13
"2008","S01002300","Band D","Count",13
"2003","S01002300","Band D","Count",14
"2013","S01002300","Band D","Count",13
"2009","S01002300","Band D","Count",13
"2012","S01002300","Band D","Count",13
"2010","S01002300","Band D","Count",13
"2006","S01002300","Band D","Count",14
"2004","S01002300","Band D","Count",14
"2005","S01002300","Band E","Count",144
"2004","S01002300","Band E","Count",143
"2004","S01002300","Band A","Ratio",0
"2011","S01002300","Band A","Ratio",0
"2010","S01002300","Band A","Ratio",0
"2008","S01002300","Bands A-C","Ratio","6.58"
"2004","S01002300","Bands A-C","Ratio","6.58"
"2012","S01002300","Band A","Ratio",0
"2013","S01002300","Bands A-C","Ratio","6.58"
"2007","S01002300","Bands A-C","Ratio","6.58"
"2009","S01002300","Bands D-E","Ratio","44.11"
"2006","S01002300","Bands D-E","Ratio","43.56"
"2009","S01002300","Band A","Ratio",0
"2008","S01002300","Band A","Ratio",0
"2008","S01002300","Bands D-E","Ratio","44.11"
"2005","S01002300","Band A","Ratio",0
"2011","S01002300","Bands D-E","Ratio","44.11"
"2013","S01002300","Band A","Ratio",0
"2005","S01002300","Bands D-E","Ratio","43.29"
"2007","S01002300","Band A","Ratio",0
"2003","S01002300","Band A","Ratio",0
"2006","S01002300","Band A","Ratio",0
"2010","S01002300","Bands D-E","Ratio","44.11"
"2012","S01002300","Bands D-E","Ratio","44.11"
"2013","S01002300","Bands D-E","Ratio","44.11"
"2007","S01002300","Bands D-E","Ratio","44.11"
"2004","S01002300","Bands F-H","Ratio","50.41"
"2011","S01002300","Bands F-H","Ratio","49.32"
"2010","S01002300","Bands F-H","Ratio","49.32"
"2009","S01002300","Bands F-H","Ratio","49.32"
"2008","S01002300","Bands F-H","Ratio","49.32"
"2007","S01002300","Bands F-H","Ratio","49.32"
"2013","S01002300","Bands F-H","Ratio","49.32"
"2006","S01002300","Bands F-H","Ratio","49.86"
"2003","S01002300","Bands F-H","Ratio","50.41"
"2005","S01002300","Bands F-H","Ratio","50.14"
"2012","S01002300","Bands F-H","Ratio","49.32"
"2003","S01002300","Bands A-C","Ratio","6.61"
"2011","S01002300","Bands A-C","Ratio","6.58"
"2006","S01002300","Bands A-C","Ratio","6.58"
"2005","S01002300","Bands A-C","Ratio","6.58"
"2009","S01002300","Bands A-C","Ratio","6.58"
"2012","S01002300","Bands A-C","Ratio","6.58"
"2010","S01002300","Bands A-C","Ratio","6.58"
"2010","S01002301","Band A","Count",0
"2006","S01002301","Band A","Count",0
"2007","S01002301","Band E","Count",6
"2012","S01002301","Band E","Count",6
"2008","S01002301","Band E","Count",6
"2011","S01002301","Band E","Count",6
"2013","S01002301","Band E","Count",6
"2009","S01002301","Band E","Count",6
"2006","S01002301","Band E","Count",6
"2003","S01002301","Band E","Count",6
"2010","S01002301","Band E","Count",6
"2013","S01002301","Band F","Count",0
"2005","S01002301","Band F","Count",0
"2006","S01002301","Band F","Count",0
"2009","S01002301","Band F","Count",0
"2011","S01002301","Band F","Count",0
"2012","S01002301","Band F","Count",0
"2007","S01002301","Band F","Count",0
"2010","S01002301","Band F","Count",0
"2003","S01002301","Band F","Count",0
"2008","S01002301","Band F","Count",0
"2004","S01002301","Band F","Count",0
"2003","S01002301","Band G","Count",0
"2004","S01002301","Band G","Count",0
"2013","S01002301","Band G","Count",0
"2009","S01002301","Band G","Count",0
"2008","S01002301","Band G","Count",0
"2005","S01002301","Band G","Count",0
"2007","S01002301","Band G","Count",0
"2006","S01002301","Band G","Count",0
"2012","S01002301","Band G","Count",0
"2011","S01002301","Band G","Count",0
"2010","S01002301","Band G","Count",0
"2004","S01002301","Band H","Count",0
"2005","S01002301","Band H","Count",0
"2006","S01002301","Band H","Count",0
"2007","S01002301","Band H","Count",0
"2008","S01002301","Band H","Count",0
"2009","S01002301","Band H","Count",0
"2010","S01002301","Band H","Count",0
"2011","S01002301","Band H","Count",0
"2012","S01002301","Band H","Count",0
"2013","S01002301","Band H","Count",0
"2003","S01002301","Band H","Count",0
"2009","S01002301","Band A","Count",0
"2012","S01002301","Band A","Count",0
"2003","S01002301","Band A","Count",0
"2011","S01002301","Band A","Count",0
"2004","S01002301","Band A","Count",0
"2005","S01002301","Band A","Count",0
"2008","S01002301","Band A","Count",0
"2007","S01002301","Band A","Count",0
"2013","S01002301","Band A","Count",0
"2003","S01002301","Band B","Count",196
"2005","S01002301","Band B","Count",196
"2006","S01002301","Band B","Count",196
"2007","S01002301","Band B","Count",211
"2008","S01002301","Band B","Count",236
"2009","S01002301","Band B","Count",297
"2013","S01002301","Band B","Count",312
"2012","S01002301","Band B","Count",314
"2004","S01002301","Band B","Count",196
"2010","S01002301","Band B","Count",301
"2011","S01002301","Band B","Count",311
"2008","S01002301","Band C","Count",326
"2004","S01002301","Band C","Count",152
"2010","S01002301","Band C","Count",470
"2007","S01002301","Band C","Count",202
"2005","S01002301","Band C","Count",152
"2006","S01002301","Band C","Count",152
"2011","S01002301","Band C","Count",567
"2012","S01002301","Band C","Count",590
"2013","S01002301","Band C","Count",574
"2003","S01002301","Band C","Count",152
"2009","S01002301","Band C","Count",420
"2005","S01002301","Band D","Count",87
"2007","S01002301","Band D","Count",90
"2011","S01002301","Band D","Count",194
"2008","S01002301","Band D","Count",126
"2003","S01002301","Band D","Count",87
"2013","S01002301","Band D","Count",198
"2009","S01002301","Band D","Count",149
"2012","S01002301","Band D","Count",202
"2010","S01002301","Band D","Count",164
"2006","S01002301","Band D","Count",87
"2004","S01002301","Band D","Count",87
"2005","S01002301","Band E","Count",6
"2004","S01002301","Band E","Count",6
"2004","S01002301","Band A","Ratio",0
"2011","S01002301","Band A","Ratio",0
"2010","S01002301","Band A","Ratio",0
"2008","S01002301","Bands A-C","Ratio","80.98"
"2004","S01002301","Bands A-C","Ratio","78.91"
"2012","S01002301","Band A","Ratio",0
"2013","S01002301","Bands A-C","Ratio","81.28"
"2007","S01002301","Bands A-C","Ratio","81.14"
"2009","S01002301","Bands D-E","Ratio","17.78"
"2006","S01002301","Bands D-E","Ratio","21.09"
"2009","S01002301","Band A","Ratio",0
"2008","S01002301","Band A","Ratio",0
"2008","S01002301","Bands D-E","Ratio","19.02"
"2005","S01002301","Band A","Ratio",0
"2011","S01002301","Bands D-E","Ratio","18.55"
"2013","S01002301","Band A","Ratio",0
"2005","S01002301","Bands D-E","Ratio","21.09"
"2007","S01002301","Band A","Ratio",0
"2003","S01002301","Band A","Ratio",0
"2006","S01002301","Band A","Ratio",0
"2010","S01002301","Bands D-E","Ratio","18.07"
"2012","S01002301","Bands D-E","Ratio","18.71"
"2013","S01002301","Bands D-E","Ratio","18.72"
"2007","S01002301","Bands D-E","Ratio","18.86"
"2004","S01002301","Bands F-H","Ratio",0
"2011","S01002301","Bands F-H","Ratio",0
"2010","S01002301","Bands F-H","Ratio",0
"2009","S01002301","Bands F-H","Ratio",0
"2008","S01002301","Bands F-H","Ratio",0
"2007","S01002301","Bands F-H","Ratio",0
"2013","S01002301","Bands F-H","Ratio",0
"2006","S01002301","Bands F-H","Ratio",0
"2003","S01002301","Bands F-H","Ratio",0
"2005","S01002301","Bands F-H","Ratio",0
"2012","S01002301","Bands F-H","Ratio",0
"2003","S01002301","Bands A-C","Ratio","78.91"
"2011","S01002301","Bands A-C","Ratio","81.45"
"2006","S01002301","Bands A-C","Ratio","78.91"
"2005","S01002301","Bands A-C","Ratio","78.91"
"2009","S01002301","Bands A-C","Ratio","82.22"
"2012","S01002301","Bands A-C","Ratio","81.3"
"2010","S01002301","Bands A-C","Ratio","81.93"
"2010","S01002302","Band A","Count",0
"2006","S01002302","Band A","Count",0
"2007","S01002302","Band E","Count",1
"2012","S01002302","Band E","Count",1
"2008","S01002302","Band E","Count",1
"2011","S01002302","Band E","Count",1
"2013","S01002302","Band E","Count",1
"2009","S01002302","Band E","Count",1
"2006","S01002302","Band E","Count",1
"2003","S01002302","Band E","Count",1
"2010","S01002302","Band E","Count",1
"2013","S01002302","Band F","Count",0
"2005","S01002302","Band F","Count",0
"2006","S01002302","Band F","Count",0
"2009","S01002302","Band F","Count",0
"2011","S01002302","Band F","Count",0
"2012","S01002302","Band F","Count",0
"2007","S01002302","Band F","Count",0
"2010","S01002302","Band F","Count",0
"2003","S01002302","Band F","Count",0
"2008","S01002302","Band F","Count",0
"2004","S01002302","Band F","Count",0
"2003","S01002302","Band G","Count",0
"2004","S01002302","Band G","Count",0
"2013","S01002302","Band G","Count",0
"2009","S01002302","Band G","Count",0
"2008","S01002302","Band G","Count",0
"2005","S01002302","Band G","Count",0
"2007","S01002302","Band G","Count",0
"2006","S01002302","Band G","Count",0
"2012","S01002302","Band G","Count",0
"2011","S01002302","Band G","Count",0
"2010","S01002302","Band G","Count",0
"2004","S01002302","Band H","Count",0
"2005","S01002302","Band H","Count",0
"2006","S01002302","Band H","Count",0
"2007","S01002302","Band H","Count",0
"2008","S01002302","Band H","Count",0
"2009","S01002302","Band H","Count",0
"2010","S01002302","Band H","Count",0
"2011","S01002302","Band H","Count",0
"2012","S01002302","Band H","Count",0
"2013","S01002302","Band H","Count",0
"2003","S01002302","Band H","Count",0
"2009","S01002302","Band A","Count",0
"2012","S01002302","Band A","Count",0
"2003","S01002302","Band A","Count",0
"2011","S01002302","Band A","Count",0
"2004","S01002302","Band A","Count",0
"2005","S01002302","Band A","Count",0
"2008","S01002302","Band A","Count",0
"2007","S01002302","Band A","Count",0
"2013","S01002302","Band A","Count",2
"2003","S01002302","Band B","Count",207
"2005","S01002302","Band B","Count",207
"2006","S01002302","Band B","Count",182
"2007","S01002302","Band B","Count",189
"2008","S01002302","Band B","Count",189
"2009","S01002302","Band B","Count",178
"2013","S01002302","Band B","Count",216
"2012","S01002302","Band B","Count",178
"2004","S01002302","Band B","Count",207
"2010","S01002302","Band B","Count",178
"2011","S01002302","Band B","Count",178
"2008","S01002302","Band C","Count",113
"2004","S01002302","Band C","Count",98
"2010","S01002302","Band C","Count",113
"2007","S01002302","Band C","Count",113
"2005","S01002302","Band C","Count",98
"2006","S01002302","Band C","Count",98
"2011","S01002302","Band C","Count",113
"2012","S01002302","Band C","Count",113
"2013","S01002302","Band C","Count",114
"2003","S01002302","Band C","Count",98
"2009","S01002302","Band C","Count",113
"2005","S01002302","Band D","Count",58
"2007","S01002302","Band D","Count",82
"2011","S01002302","Band D","Count",82
"2008","S01002302","Band D","Count",82
"2003","S01002302","Band D","Count",58
"2013","S01002302","Band D","Count",95
"2009","S01002302","Band D","Count",82
"2012","S01002302","Band D","Count",82
"2010","S01002302","Band D","Count",82
"2006","S01002302","Band D","Count",58
"2004","S01002302","Band D","Count",58
"2005","S01002302","Band E","Count",1
"2004","S01002302","Band E","Count",1
"2004","S01002302","Band A","Ratio",0
"2011","S01002302","Band A","Ratio",0
"2010","S01002302","Band A","Ratio",0
"2008","S01002302","Bands A-C","Ratio","78.44"
"2004","S01002302","Bands A-C","Ratio","83.79"
"2012","S01002302","Band A","Ratio",0
"2013","S01002302","Bands A-C","Ratio","77.57"
"2007","S01002302","Bands A-C","Ratio","78.44"
"2009","S01002302","Bands D-E","Ratio","22.19"
"2006","S01002302","Bands D-E","Ratio","17.4"
"2009","S01002302","Band A","Ratio",0
"2008","S01002302","Band A","Ratio",0
"2008","S01002302","Bands D-E","Ratio","21.56"
"2005","S01002302","Band A","Ratio",0
"2011","S01002302","Bands D-E","Ratio","22.19"
"2013","S01002302","Band A","Ratio","0.47"
"2005","S01002302","Bands D-E","Ratio","16.21"
"2007","S01002302","Band A","Ratio",0
"2003","S01002302","Band A","Ratio",0
"2006","S01002302","Band A","Ratio",0
"2010","S01002302","Bands D-E","Ratio","22.19"
"2012","S01002302","Bands D-E","Ratio","22.19"
"2013","S01002302","Bands D-E","Ratio","22.43"
"2007","S01002302","Bands D-E","Ratio","21.56"
"2004","S01002302","Bands F-H","Ratio",0
"2011","S01002302","Bands F-H","Ratio",0
"2010","S01002302","Bands F-H","Ratio",0
"2009","S01002302","Bands F-H","Ratio",0
"2008","S01002302","Bands F-H","Ratio",0
"2007","S01002302","Bands F-H","Ratio",0
"2013","S01002302","Bands F-H","Ratio",0
"2006","S01002302","Bands F-H","Ratio",0
"2003","S01002302","Bands F-H","Ratio",0
"2005","S01002302","Bands F-H","Ratio",0
"2012","S01002302","Bands F-H","Ratio",0
"2003","S01002302","Bands A-C","Ratio","83.79"
"2011","S01002302","Bands A-C","Ratio","77.81"
"2006","S01002302","Bands A-C","Ratio","82.6"
"2005","S01002302","Bands A-C","Ratio","83.79"
"2009","S01002302","Bands A-C","Ratio","77.81"
"2012","S01002302","Bands A-C","Ratio","77.81"
"2010","S01002302","Bands A-C","Ratio","77.81"
"2010","S01002303","Band A","Count",67
"2006","S01002303","Band A","Count",67
"2007","S01002303","Band E","Count",0
"2012","S01002303","Band E","Count",0
"2008","S01002303","Band E","Count",0
"2011","S01002303","Band E","Count",0
"2013","S01002303","Band E","Count",0
"2009","S01002303","Band E","Count",0
"2006","S01002303","Band E","Count",0
"2003","S01002303","Band E","Count",0
"2010","S01002303","Band E","Count",0
"2013","S01002303","Band F","Count",0
"2005","S01002303","Band F","Count",0
"2006","S01002303","Band F","Count",0
"2009","S01002303","Band F","Count",0
"2011","S01002303","Band F","Count",0
"2012","S01002303","Band F","Count",0
"2007","S01002303","Band F","Count",0
"2010","S01002303","Band F","Count",0
"2003","S01002303","Band F","Count",0
"2008","S01002303","Band F","Count",0
"2004","S01002303","Band F","Count",0
"2003","S01002303","Band G","Count",0
"2004","S01002303","Band G","Count",0
"2013","S01002303","Band G","Count",0
"2009","S01002303","Band G","Count",0
"2008","S01002303","Band G","Count",0
"2005","S01002303","Band G","Count",0
"2007","S01002303","Band G","Count",0
"2006","S01002303","Band G","Count",0
"2012","S01002303","Band G","Count",0
"2011","S01002303","Band G","Count",0
"2010","S01002303","Band G","Count",0
"2004","S01002303","Band H","Count",0
"2005","S01002303","Band H","Count",0
"2006","S01002303","Band H","Count",0
"2007","S01002303","Band H","Count",0
"2008","S01002303","Band H","Count",0
"2009","S01002303","Band H","Count",0
"2010","S01002303","Band H","Count",0
"2011","S01002303","Band H","Count",0
"2012","S01002303","Band H","Count",0
"2013","S01002303","Band H","Count",0
"2003","S01002303","Band H","Count",0
"2009","S01002303","Band A","Count",67
"2012","S01002303","Band A","Count",67
"2003","S01002303","Band A","Count",67
"2011","S01002303","Band A","Count",67
"2004","S01002303","Band A","Count",67
"2005","S01002303","Band A","Count",67
"2008","S01002303","Band A","Count",67
"2007","S01002303","Band A","Count",67
"2013","S01002303","Band A","Count",67
"2003","S01002303","Band B","Count",84
"2005","S01002303","Band B","Count",84
"2006","S01002303","Band B","Count",84
"2007","S01002303","Band B","Count",84
"2008","S01002303","Band B","Count",84
"2009","S01002303","Band B","Count",84
"2013","S01002303","Band B","Count",84
"2012","S01002303","Band B","Count",84
"2004","S01002303","Band B","Count",84
"2010","S01002303","Band B","Count",84
"2011","S01002303","Band B","Count",84
"2008","S01002303","Band C","Count",237
"2004","S01002303","Band C","Count",237
"2010","S01002303","Band C","Count",237
"2007","S01002303","Band C","Count",237
"2005","S01002303","Band C","Count",237
"2006","S01002303","Band C","Count",237
"2011","S01002303","Band C","Count",237
"2012","S01002303","Band C","Count",237
"2013","S01002303","Band C","Count",237
"2003","S01002303","Band C","Count",237
"2009","S01002303","Band C","Count",237
"2005","S01002303","Band D","Count",2
"2007","S01002303","Band D","Count",2
"2011","S01002303","Band D","Count",2
"2008","S01002303","Band D","Count",2
"2003","S01002303","Band D","Count",2
"2013","S01002303","Band D","Count",2
"2009","S01002303","Band D","Count",2
"2012","S01002303","Band D","Count",2
"2010","S01002303","Band D","Count",2
"2006","S01002303","Band D","Count",2
"2004","S01002303","Band D","Count",2
"2005","S01002303","Band E","Count",0
"2004","S01002303","Band E","Count",0
"2004","S01002303","Band A","Ratio","17.18"
"2011","S01002303","Band A","Ratio","17.18"
"2010","S01002303","Band A","Ratio","17.18"
"2008","S01002303","Bands A-C","Ratio","99.49"
"2004","S01002303","Bands A-C","Ratio","99.49"
"2012","S01002303","Band A","Ratio","17.18"
"2013","S01002303","Bands A-C","Ratio","99.49"
"2007","S01002303","Bands A-C","Ratio","99.49"
"2009","S01002303","Bands D-E","Ratio","0.51"
"2006","S01002303","Bands D-E","Ratio","0.51"
"2009","S01002303","Band A","Ratio","17.18"
"2008","S01002303","Band A","Ratio","17.18"
"2008","S01002303","Bands D-E","Ratio","0.51"
"2005","S01002303","Band A","Ratio","17.18"
"2011","S01002303","Bands D-E","Ratio","0.51"
"2013","S01002303","Band A","Ratio","17.18"
"2005","S01002303","Bands D-E","Ratio","0.51"
"2007","S01002303","Band A","Ratio","17.18"
"2003","S01002303","Band A","Ratio","17.18"
"2006","S01002303","Band A","Ratio","17.18"
"2010","S01002303","Bands D-E","Ratio","0.51"
"2012","S01002303","Bands D-E","Ratio","0.51"
"2013","S01002303","Bands D-E","Ratio","0.51"
"2007","S01002303","Bands D-E","Ratio","0.51"
"2004","S01002303","Bands F-H","Ratio",0
"2011","S01002303","Bands F-H","Ratio",0
"2010","S01002303","Bands F-H","Ratio",0
"2009","S01002303","Bands F-H","Ratio",0
"2008","S01002303","Bands F-H","Ratio",0
"2007","S01002303","Bands F-H","Ratio",0
"2013","S01002303","Bands F-H","Ratio",0
"2006","S01002303","Bands F-H","Ratio",0
"2003","S01002303","Bands F-H","Ratio",0
"2005","S01002303","Bands F-H","Ratio",0
"2012","S01002303","Bands F-H","Ratio",0
"2003","S01002303","Bands A-C","Ratio","99.49"
"2011","S01002303","Bands A-C","Ratio","99.49"
"2006","S01002303","Bands A-C","Ratio","99.49"
"2005","S01002303","Bands A-C","Ratio","99.49"
"2009","S01002303","Bands A-C","Ratio","99.49"
"2012","S01002303","Bands A-C","Ratio","99.49"
"2010","S01002303","Bands A-C","Ratio","99.49"
"2010","S01002304","Band A","Count",26
"2006","S01002304","Band A","Count",26
"2007","S01002304","Band E","Count",176
"2012","S01002304","Band E","Count",215
"2008","S01002304","Band E","Count",185
"2011","S01002304","Band E","Count",216
"2013","S01002304","Band E","Count",215
"2009","S01002304","Band E","Count",214
"2006","S01002304","Band E","Count",176
"2003","S01002304","Band E","Count",20
"2010","S01002304","Band E","Count",214
"2013","S01002304","Band F","Count",119
"2005","S01002304","Band F","Count",85
"2006","S01002304","Band F","Count",92
"2009","S01002304","Band F","Count",119
"2011","S01002304","Band F","Count",119
"2012","S01002304","Band F","Count",119
"2007","S01002304","Band F","Count",92
"2010","S01002304","Band F","Count",119
"2003","S01002304","Band F","Count",42
"2008","S01002304","Band F","Count",109
"2004","S01002304","Band F","Count",62
"2003","S01002304","Band G","Count",6
"2004","S01002304","Band G","Count",8
"2013","S01002304","Band G","Count",22
"2009","S01002304","Band G","Count",22
"2008","S01002304","Band G","Count",21
"2005","S01002304","Band G","Count",15
"2007","S01002304","Band G","Count",16
"2006","S01002304","Band G","Count",16
"2012","S01002304","Band G","Count",22
"2011","S01002304","Band G","Count",22
"2010","S01002304","Band G","Count",22
"2004","S01002304","Band H","Count",0
"2005","S01002304","Band H","Count",0
"2006","S01002304","Band H","Count",0
"2007","S01002304","Band H","Count",0
"2008","S01002304","Band H","Count",0
"2009","S01002304","Band H","Count",0
"2010","S01002304","Band H","Count",0
"2011","S01002304","Band H","Count",0
"2012","S01002304","Band H","Count",0
"2013","S01002304","Band H","Count",0
"2003","S01002304","Band H","Count",0
"2009","S01002304","Band A","Count",26
"2012","S01002304","Band A","Count",26
"2003","S01002304","Band A","Count",26
"2011","S01002304","Band A","Count",26
"2004","S01002304","Band A","Count",26
"2005","S01002304","Band A","Count",26
"2008","S01002304","Band A","Count",26
"2007","S01002304","Band A","Count",26
"2013","S01002304","Band A","Count",26
"2003","S01002304","Band B","Count",143
"2005","S01002304","Band B","Count",146
"2006","S01002304","Band B","Count",146
"2007","S01002304","Band B","Count",146
"2008","S01002304","Band B","Count",147
"2009","S01002304","Band B","Count",147
"2013","S01002304","Band B","Count",147
"2012","S01002304","Band B","Count",147
"2004","S01002304","Band B","Count",145
"2010","S01002304","Band B","Count",147
"2011","S01002304","Band B","Count",147
"2008","S01002304","Band C","Count",254
"2004","S01002304","Band C","Count",245
"2010","S01002304","Band C","Count",259
"2007","S01002304","Band C","Count",254
"2005","S01002304","Band C","Count",249
"2006","S01002304","Band C","Count",254
"2011","S01002304","Band C","Count",259
"2012","S01002304","Band C","Count",259
"2013","S01002304","Band C","Count",259
"2003","S01002304","Band C","Count",173
"2009","S01002304","Band C","Count",259
"2005","S01002304","Band D","Count",238
"2007","S01002304","Band D","Count",239
"2011","S01002304","Band D","Count",245
"2008","S01002304","Band D","Count",242
"2003","S01002304","Band D","Count",230
"2013","S01002304","Band D","Count",245
"2009","S01002304","Band D","Count",243
"2012","S01002304","Band D","Count",244
"2010","S01002304","Band D","Count",245
"2006","S01002304","Band D","Count",238
"2004","S01002304","Band D","Count",238
"2005","S01002304","Band E","Count",125
"2004","S01002304","Band E","Count",68
"2004","S01002304","Band A","Ratio","3.28"
"2011","S01002304","Band A","Ratio","2.51"
"2010","S01002304","Band A","Ratio","2.52"
"2008","S01002304","Bands A-C","Ratio","43.39"
"2004","S01002304","Bands A-C","Ratio","52.53"
"2012","S01002304","Band A","Ratio","2.52"
"2013","S01002304","Bands A-C","Ratio","41.82"
"2007","S01002304","Bands A-C","Ratio","44.89"
"2009","S01002304","Bands D-E","Ratio","44.37"
"2006","S01002304","Bands D-E","Ratio","43.67"
"2009","S01002304","Band A","Ratio","2.52"
"2008","S01002304","Band A","Ratio","2.64"
"2008","S01002304","Bands D-E","Ratio","43.39"
"2005","S01002304","Band A","Ratio","2.94"
